final_prism_id,event_id,state,latitude,longitude,elevation_m,slope_deg,aspect_deg,curvature,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,land_cover,ndvi,soil_type,distance_to_river_m,distance_to_road_m,landslide,monsoon_phase,severity_class,is_fatal,reliability_score,source,prism_record_id,record_type,landslide_id,location_id,district,source_state_code,source_district_code,location,locality_nh_sh,toposheet_no,coordinate_quality_flag,history,material_type,type_of_movement,rate_of_movement,activity,distribution,style,failure_mechanism,scar_length_m,scar_length_m_raw,length_m,length_m_raw,width_m,width_m_raw,height_m,height_m_raw,runout_distance_m,runout_distance_m_raw,depth_m,depth_m_raw,volume_m3,volume_m3_raw,landslide_area_m2,landslide_area_m2_raw,geomorphology,geology,structure_data,land_use_land_cover,hydrological_condition,rainfall_mm,triggering_factor,geo_scientific_causes,remedial_measures,fatalities,fatalities_raw,people_affected,people_affected_raw,livestock_loss,livestock_loss_raw,damage_communication,damage_infrastructure,agriculture_forest_barren,geomorphological_process,geomorphological_form,weathering,rock_characteristic,overburden_type,overburden_thickness_m,land_use_type,erosion,slope_susceptibility_assessment,qualitative_risk_assessment,landslide_label,spatial_scale,source_page,northeast_region,dataset_origin,record_provenance,synthetic_record,data_role,source_dataset,observed_status,label_fill_source,environmental_data_status,external_enrichment_policy
PRISM_FINAL_002849,3003527.0,Mizoram,23.21620948404933,93.33823627472776,1807.922697411104,0.5,71.13636315320159,-1.3759355760138166,23.32615111968713,67.27114267655436,130.09658171389222,Cropland,0.5327557233299013,Laterite,315.80867944741766,185.50386986512925,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002850,3002630.0,Assam,25.159798437699664,94.09601457981216,1783.4942332290598,9.985805342324252,225.8140911249409,0.2146458061551503,16.47494857394903,38.58469536874008,117.78459073889454,Cropland,0.2788000144443668,Loam,184.8168514477072,688.2625009325552,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002851,3002381.0,Manipur,25.58892116981493,93.02891317806557,1558.1081847739772,12.520637803895806,120.07731869325718,0.4378590905998281,13.42163039948759,37.276374108944935,61.6735008723544,Open Forest,0.6389851473902723,Laterite,1112.4443424131762,1207.0235991637028,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002852,3000238.0,Manipur,25.315064215425085,93.73464635409032,308.568278651559,13.199304222932296,10.286503717648111,-0.9532472584424072,6.628579540996432,30.94206023808924,37.435270768794936,Dense Forest,0.5456179764867,Sandy Loam,2269.761322963724,1813.734529515109,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002854,3000922.0,Manipur,25.10407531935352,94.02528666267374,927.2134281031013,14.944938448651488,281.0964858899996,0.4245073051385237,11.88931528353666,46.640894425609055,99.33025165874982,Barren/Degraded,0.4666068466911374,Rocky/Skeletal,478.29053543186,169.529630557467,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002855,3002807.0,Assam,27.284504557011097,90.60141129838554,240.9313004397054,31.854637495365967,314.0615676089938,-0.6382439463277239,14.181150722317623,41.2772105129169,81.15849001173288,Open Forest,0.5870859406696527,Loam,585.1101499790823,266.9277078390383,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002856,3000122.0,Sikkim,27.50820763656783,88.67477355347091,40.0,12.574199458316372,251.30226120135663,-0.2953003776646556,38.484905499936815,105.18384572538444,192.6953997476301,Dense Forest,0.4685591857900991,Loam,199.8740712796094,62.20415491049437,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002858,3000335.0,Sikkim,27.011500799464308,88.40373102757752,1167.2286505748368,17.24140372358064,76.28272077066313,-0.0644592508544782,29.736218385738425,64.01806539974157,115.51099769336936,Dense Forest,0.6704152832285651,Rocky/Skeletal,321.79415353339726,367.9102584839456,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002859,3001011.0,Assam,24.494298740558648,91.0043420828286,279.8854354221368,22.1795639549164,179.03489784282397,-0.8903621123116005,15.242327237289404,57.91275770740357,111.22493329722433,Dense Forest,0.2509272251138483,Silty Clay,452.5150749734112,291.25858551178834,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002860,3001444.0,Manipur,25.572413736900835,93.0402612390248,705.9635312630896,11.128985443316976,30.59799283592492,-0.7404236569117227,9.569564506443916,23.194650838231784,39.39101356557193,Open Forest,0.3165889954376932,Rocky/Skeletal,597.267789125833,1195.65332608776,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002861,3001935.0,Sikkim,27.16022654713919,88.54283375677996,2664.455982784794,4.197783000430116,290.4654281224729,-0.7112842908090657,22.356316561594085,63.11598588622603,133.2741341270633,Cropland,0.8097189144029844,Silty Clay,667.6416448523911,154.66983038927003,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002862,3002493.0,Assam,26.43716644670234,91.20448856330653,292.2639636215573,15.811365927719384,233.02715494771363,-0.2146866847227728,28.231057156192268,78.63440187889294,159.06725179200384,Cropland,0.567344342256906,Loam,187.80311281385883,392.25374447842745,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002863,3001678.0,Assam,25.76249086581596,91.64324303793153,40.0,22.19259668520312,175.3416722574062,0.5343728732063975,13.804592615287731,56.159632870667,103.37137546186288,Dense Forest,0.789069222938949,Rocky/Skeletal,100.05276550547468,201.0053186082125,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002864,3003198.0,Manipur,24.28195820943385,94.74578413719703,40.0,28.933936688190062,205.4445089412946,0.4558823331339597,16.40279729090308,40.88638159149486,72.8733502666447,Cropland,0.2676194499023928,Loam,1282.4618436302335,150.48441811075526,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002865,3002338.0,Assam,25.305558136727964,90.5725616406284,1214.2507104834096,15.067975734163136,146.14235761047624,0.1513196137694899,52.81610332813443,152.09158720071613,302.25040067061923,Built-up,0.7788957711005378,Sandy Loam,141.55824225398544,229.11968123396,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002866,3000904.0,Assam,27.33213734305855,93.43802406357608,1063.5386721563568,15.81771248394684,158.22104458143596,-0.0854488547176918,34.49713300190498,74.70658150568713,157.99168439438344,Cropland,0.6348688554932939,Rocky/Skeletal,505.1161446035263,586.0944388524554,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002867,3000323.0,Mizoram,23.235270933286024,92.82680297704329,40.0,16.924378191393274,292.4344598834786,-0.1089557352561479,15.05547577194192,32.49580793095275,70.59810471834969,Dense Forest,0.5690887712892668,Sandy Loam,635.8539618331002,1150.0039351432897,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002869,3002667.0,Mizoram,22.646311828993188,93.13872780547194,2148.03616078018,28.32408962324821,264.4227033055435,-0.1588523836483162,26.546513150796784,104.14275718016177,210.45529207781823,Cropland,0.5580446192985686,Sandy Loam,287.3280044621665,515.4428726861116,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002870,3002773.0,Manipur,25.1264972752443,94.05945051913356,178.84467495178285,29.58153167596616,358.22217599505234,0.1010978789312192,15.28097132214787,47.30558996327535,86.11110436072725,Open Forest,0.773528289438779,Laterite,677.5212069727396,1236.560596540825,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002872,3001277.0,Mizoram,24.201816944979228,92.64236453751076,1838.8831492950471,11.626589595630506,149.56236902464877,0.1224448673880632,33.96021360863641,83.56443633876114,153.3446671910942,Dense Forest,0.302173354598569,Silty Clay,300.2271482602838,577.8655306058843,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002873,3000327.0,Manipur,25.369651151104087,93.2975646208942,40.0,9.47526762852538,211.78531730462973,-0.2018785522672385,23.01381262312593,72.69540878553002,131.8484303946212,Cropland,0.6469124859434137,Silty Clay,257.91527031385374,322.46821806474026,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002874,3002178.0,Sikkim,27.66029927016607,88.3885495136407,40.0,9.85005779073801,175.521009614191,-0.1596131983365468,7.889395375316958,33.71105320771636,31.009146870591188,Dense Forest,0.9306991249670262,Sandy Loam,392.3705906772989,904.5396939422834,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002875,3000835.0,Assam,24.785636903140983,94.26407711321976,1622.9488964592388,21.672838399329937,296.99749804469184,-0.5020125959776501,15.400355334390037,28.958726573283663,36.28231405684006,Shrubland,0.5232272188589897,Clay Loam,363.28508296309707,302.9787101360669,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002876,3000304.0,Manipur,24.455945225566843,93.94288792051772,40.0,6.479667114641634,45.57126848382551,-0.6039946310940142,12.27769126724777,29.406298524011504,70.52403584981252,Barren/Degraded,0.4877710992080597,Rocky/Skeletal,177.97144652261636,87.85283661210573,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002878,3002956.0,Mizoram,23.33349921345752,93.45031017091664,1718.985916542062,2.4343193354732744,55.865074421676695,0.5659479036206038,43.208030515154405,117.45355770434496,240.9619732819442,Open Forest,0.4629091792387448,Silty Clay,2057.448257734569,531.0763562942482,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002879,3002074.0,Manipur,24.10945141720604,94.42281742361465,1158.7315376292445,23.9779200092762,52.15222439408125,-0.7847524924958392,7.881644017630862,32.67405313974962,60.86009601285332,Open Forest,0.6222789585575401,Laterite,516.9820241883997,96.45575522707313,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
PRISM_FINAL_002880,3001956.0,Mizoram,23.56377438263224,92.6497361975506,509.43904990083126,10.132505724515012,185.96005935063653,0.2727269584856671,29.361715498923097,96.46099723954175,183.10856484803705,Dense Forest,0.5340331569108449,Rocky/Skeletal,987.8070628076056,323.09597636618327,0.0,,,0.0,,synthetic_pseudo_absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,NER,,,True,synthetic_pseudo_absence,landslide_training_data.csv,False,existing_landslide_field,complete_in_source,No environmental value was guessed or imputed. Missing terrain/land-cover/soil/distance/rainfall values require coordinate-based extraction from authoritative spatial/time-series datasets.
